"id","commodity_id","mining_output","oil_production","crop_production","yield","sowing_area","harvest_data"
250,250,"5533.49471052394","9724.01983134118","9214.42391440476","18.0987815168669","360.370838433024","Seasonal"
251,251,"2223.82943477668","4898.74435288423","2810.37741540076","84.6016778132059","969.684610097182","Seasonal"
252,252,"8620.39358292114","7048.82471791616","3332.60907175482","95.3677688150692","542.529771292481","Seasonal"
253,253,"5180.5225897081","5466.8018518046","6110.48237289608","81.8403017411494","384.875976781259","Seasonal"
254,254,"5874.98024865306","4930.71635092339","3402.88745423801","67.5670035981652","702.052060737451","Seasonal"
255,255,"5775.54382007337","5945.56896478591","780.75936415795","35.858418433492","916.558067980118","Seasonal"
256,256,"4150.49712117196","4395.90010537567","9406.78726596305","76.1765737202437","880.251545468353","Seasonal"
257,257,"3391.70612382639","9165.95932586819","6709.26596915267","70.637669636834","790.298435610619","Seasonal"
258,258,"6751.07460276623","8990.81372988725","7311.02303364189","49.8423536569828","68.5388492507815","Seasonal"
259,259,"9047.54846550838","7728.25708438998","8996.47534878379","1.41585032388616","128.438385148178","Seasonal"
260,260,"7069.22462124721","6340.94493263956","753.272764489785","45.9962110125659","636.96970506724","Seasonal"
261,261,"5814.49829847907","8633.93181510917","4407.90223473646","21.6319884404281","187.704984132887","Seasonal"
262,262,"7521.23614943569","5057.97688505912","8760.92910222326","83.5326097065485","117.736579103109","Seasonal"
263,263,"8377.38131998936","223.370798122575","7226.29558868435","69.1987299497431","712.840326310486","Seasonal"
264,264,"283.752284762389","3751.88048374869","8210.89347055254","37.19184944154","628.969265802286","Seasonal"
265,265,"460.704428062051","783.715078343425","6367.71353442732","83.1032332451664","934.156377529039","Seasonal"
266,266,"200.921843800783","1379.94326598453","1900.6763055307","31.9991887318946","535.259541989057","Seasonal"
267,267,"6868.67889028542","8493.37986006759","1796.87568473247","43.1455845691968","606.873358270267","Seasonal"
268,268,"3830.52939121049","6149.54909298196","1004.81971311099","78.8133873007852","380.574694516386","Seasonal"
269,269,"5542.50202416503","3267.26163526282","6846.43583229259","50.2025984496534","792.961130964598","Seasonal"
270,270,"9489.78415170723","8294.26061222599","3340.72980980928","45.6794172550245","223.39975579518","Seasonal"
271,271,"1949.00675419144","6644.33177709309","7759.57126840914","66.9641247175025","466.329549139737","Seasonal"
272,272,"9816.19918874798","8890.43928849054","4151.44195362224","16.1585110213128","355.475463230188","Seasonal"
273,273,"4.52363661956667","1937.69844862423","183.920347410553","76.2345597369361","473.114216041251","Seasonal"
274,274,"6308.54298123314","3571.02085518931","4811.61977427704","9.26486221868719","987.147010030272","Seasonal"
275,275,"9224.87723885345","4425.33816679555","86.2299382200971","67.9973687456007","527.116171431659","Seasonal"
276,276,"3441.6681058706","6888.97176404128","6410.11190700873","69.7095007380721","633.375446714742","Seasonal"
277,277,"1760.47180764512","4702.67135231146","6988.48591946568","89.7354715135933","214.428541998021","Seasonal"
278,278,"1972.44996489964","7794.83076941957","8460.22628011158","67.7533062261605","939.529677354101","Seasonal"
279,279,"9512.82768335786","5874.90918376068","1455.20566187307","37.0801638936424","432.176688935065","Seasonal"
280,280,"4866.00023465982","1440.40193684468","1400.30405465409","34.3921515903661","965.652596048419","Seasonal"
281,281,"5893.43705842918","7439.99191539394","1591.41294708627","37.8917213654886","488.286071435697","Seasonal"
282,282,"9821.21049163138","4655.32534209184","4289.35545872342","14.1919579212202","445.545176038069","Seasonal"
283,283,"8356.82055470412","1489.64451040869","5824.44867281178","73.283832240324","711.073102075368","Seasonal"
284,284,"823.417000252253","3037.59053338534","3020.3000010214","88.8837597314178","672.652791830934","Seasonal"
285,285,"2833.48521766901","2732.29385296871","9356.46601797278","86.230753769006","229.955836158334","Seasonal"
286,286,"6759.76869765179","6975.56178942369","678.287892487359","99.0847786247595","730.781597216614","Seasonal"
287,287,"3843.87215285801","4343.73069123337","8824.6055540484","21.241454267689","578.617363687666","Seasonal"
288,288,"8890.35738313338","3938.27962049417","7714.11796077833","80.5169714724243","148.626360622078","Seasonal"
289,289,"2133.07280050649","5574.48592030566","6947.61361033291","22.6720499117271","506.214054300329","Seasonal"
290,290,"4799.90207637684","9805.86353239453","3966.07166170241","69.8665103710486","999.971768722894","Seasonal"
291,291,"1475.52631763405","747.453472125072","2109.35542944009","81.3377777750813","702.207529503475","Seasonal"
292,292,"5851.63411317171","4971.96190351043","6155.76048577815","58.2448071980241","492.299920031656","Seasonal"
293,293,"9632.22995486577","1654.8248807786","1341.97424239623","71.3493301302848","442.54083773702","Seasonal"
294,294,"9899.33048195918","3626.15616148108","5903.81858922682","34.4470609181178","873.48942345324","Seasonal"
295,295,"4647.11600528967","1614.54562571987","2039.92935656832","10.9221714518066","493.810509510871","Seasonal"
296,296,"3299.08332830402","413.463776712644","8562.13337385555","62.061279838308","212.439987961008","Seasonal"
297,297,"7256.32824566399","9139.97454493814","3581.97936542155","27.9997110132218","387.698652365598","Seasonal"
298,298,"8446.42037649536","129.413671899048","7437.45785131806","66.5576514100205","310.98785091971","Seasonal"
299,299,"7389.29927075721","2801.23449135274","5624.08358936634","9.04163538546732","488.998052039928","Seasonal"
300,300,"3235.26647657902","8192.36187946773","6772.68208138619","15.0210882324437","504.86191151756","Seasonal"
301,301,"3061.36850645618","4596.93668801958","134.191242939679","70.7879447380595","784.678090975474","Seasonal"
302,302,"5104.3670070144","4424.76018976736","6410.73487078588","36.8426118260497","757.111141918782","Seasonal"
303,303,"9961.41040055127","4841.34734320087","3727.0743045761","12.1369257704671","103.071117733309","Seasonal"
304,304,"6322.14281538602","234.095231255436","367.302054456473","91.7896480856365","661.89760948311","Seasonal"
305,305,"4546.57228951523","576.571808890574","6525.83067885151","26.8902191796807","340.328252292551","Seasonal"
306,306,"1650.15438579527","1900.62779440956","2684.18852287517","59.2534818619445","606.495430560976","Seasonal"
307,307,"7384.88496695468","448.745400451285","2066.13690059327","43.0349600282818","488.077970310417","Seasonal"
308,308,"5410.59893653756","9129.68345463931","9091.71868810205","57.6752805161146","596.908181587081","Seasonal"
309,309,"9960.1379681884","7234.99163691773","1641.25585027446","72.345145917626","559.99988615007","Seasonal"
310,310,"6660.1966457506","3495.34105900341","4197.12436120627","41.0216666809345","440.125601641443","Seasonal"
311,311,"7814.89248950134","4948.54929633748","8399.26052303147","61.2115919287956","134.768590359399","Seasonal"
312,312,"3175.83279620843","9523.3268237012","4647.69675104387","22.9750536485309","75.6448944267953","Seasonal"
